DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2017-09-08                21:39:02.256              250.56877612              6013.650627               1504906742.257            0                         899                       2.3234887318E+00          2.3329848230E+00          -2.0786108280E+00         -2.1049220111E+00         -1.1545060967E+00         7.2976971436E+02          3.9925346375E+01          -1.1913409233E+00         2.7923929214E+01          1.9004959106E+01          
2017-09-08                21:39:13.385              250.56890493              6013.653718               1504906753.386            0                         899                       2.3604272315E+00          2.3624226906E+00          4.1442861766E+02          4.1550640816E+02          -2.3957885633E-01         7.2963977334E+02          3.9928916931E+01          -1.2298224730E+00         2.8172956467E+01          1.8997104001E+01          
2017-09-08                21:39:14.394              250.56891660              6013.653998               1504906754.394            0                         899                       2.0157038982E+00          2.0157578775E+00          4.1442898973E+02          4.1446307335E+02          -7.5954207644E-03         7.2973284427E+02          3.9929028088E+01          -1.5019102065E+00         2.8172956467E+01          1.8959752051E+01          
2017-09-08                21:39:15.437              250.56892868              6013.654288               1504906755.438            0                         899                       2.0157316603E+00          2.0157856406E+00          4.1484210539E+02          4.1487622320E+02          -7.5954676304E-03         7.2971156200E+02          3.9930595398E+01          -1.4638273637E+00         2.8172956467E+01          1.8963106471E+01          
2017-09-08                21:39:16.471              250.56894065              6013.654576               1504906756.472            0                         899                       2.0148254802E+00          2.0147521291E+00          4.1484210539E+02          4.1479572965E+02          1.0326387841E-02          7.2969106793E+02          3.9930595398E+01          -1.1485799606E+00         2.8172956467E+01          1.8997850128E+01          
2017-09-08                21:39:17.513              250.56895270              6013.654865               1504906757.513            0                         899                       2.0148254802E+00          2.0147521291E+00          4.1462637775E+02          4.1458002613E+02          1.0326387841E-02          7.2973465754E+02          3.9930595398E+01          -1.1457666159E+00         2.8172956467E+01          1.9006721497E+01          
2017-09-08                21:39:18.559              250.56896481              6013.655156               1504906758.560            0                         899                       2.0161038425E+00          2.0161723875E+00          4.1462637775E+02          4.1466967122E+02          -9.6429955820E-03         7.2971632597E+02          3.9930595398E+01          -1.1457666159E+00         2.8172956467E+01          1.9009639740E+01          
2017-09-08                21:39:19.642              250.56897735              6013.655456               1504906759.643            0                         899                       2.0161120563E+00          2.0161806018E+00          4.1459096559E+02          4.1463425544E+02          -9.6430131827E-03         7.2971605031E+02          3.9931059023E+01          -1.1449150210E+00         2.8172956467E+01          1.9010374638E+01          
2017-09-08                21:39:20.641              250.56898891              6013.655734               1504906760.642            0                         899                       2.0154135637E+00          2.0154023677E+00          4.1459574881E+02          4.1458867607E+02          1.5756603029E-03          7.2971533001E+02          3.9932487488E+01          -1.1804862543E+00         2.8172956467E+01          1.9008672386E+01          
2017-09-08                21:39:21.704              250.56900122              6013.656029               1504906761.705            0                         899                       2.0154135637E+00          2.0154023677E+00          4.1440573418E+02          4.1439866468E+02          1.5756603029E-03          7.2965391045E+02          3.9932487488E+01          -1.2101073628E+00         2.8172956467E+01          1.9008471622E+01          
2017-09-08                21:39:22.750              250.56901332              6013.656320               1504906762.751            0                         899                       2.0170135593E+00          2.0171314948E+00          4.1440573418E+02          4.1448015347E+02          -1.6583401105E-02         7.2969769449E+02          3.9932487488E+01          -1.1366258583E+00         2.8172956467E+01          1.9013941140E+01          
