DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2017-05-19                17:39:40.969              138.40255751              3321.661380               1495215580.969            2                         899                       2.4167119729E+00          2.3880807162E+00          -2.0786108280E+00         -2.0047977396E+00         3.4005931556E+00          7.1207891846E+02          4.0791831970E+01          -1.1750643253E+00         2.8671010971E+01          1.9057174683E+01          
2017-05-19                17:39:52.131              138.40268671              3321.664481               1495215592.132            0                         899                       2.4081966508E+00          2.3873367552E+00          4.5655142664E+02          4.4462089715E+02          2.4783447076E+00          7.1210202208E+02          4.0794578552E+01          -1.3318257127E+00         2.8671010971E+01          1.9018831657E+01          
2017-05-19                17:39:53.155              138.40269856              3321.664766               1495215593.156            0                         899                       1.8637093474E+00          1.8475986519E+00          4.5655142664E+02          4.4464473223E+02          2.4732608272E+00          7.1206996205E+02          4.0794578552E+01          -1.1621940089E+00         2.8695748778E+01          1.9062721025E+01          
2017-05-19                17:39:54.170              138.40271030              3321.665047               1495215594.170            0                         899                       1.8637113221E+00          1.8476006019E+00          4.6501776698E+02          4.5289026788E+02          2.4732620055E+00          7.1203878360E+02          4.0794699410E+01          -1.1862962743E+00         2.8898598791E+01          1.9067320906E+01          
2017-05-19                17:39:55.203              138.40272226              3321.665334               1495215595.203            0                         899                       1.8576591021E+00          1.8416201586E+00          4.6502257539E+02          4.5290938830E+02          2.4702389499E+00          7.1203143513E+02          4.0795982361E+01          -1.1327453852E+00         2.8671010971E+01          1.9067979813E+01          
2017-05-19                17:39:56.165              138.40273340              3321.665602               1495215596.166            0                         899                       1.8576591021E+00          1.8416201586E+00          4.7752125299E+02          4.6508249284E+02          2.4702389499E+00          7.1206311763E+02          4.0795982361E+01          -1.1380918508E+00         2.8875510172E+01          1.9039885098E+01          
2017-05-19                17:39:57.153              138.40274483              3321.665876               1495215597.153            0                         899                       1.8585034264E+00          1.8423031481E+00          4.7752125299E+02          4.6496519736E+02          2.4941619364E+00          7.1201663147E+02          4.0795982361E+01          -1.2805492199E+00         2.8920038223E+01          1.9042897660E+01          
2017-05-19                17:39:58.111              138.40275591              3321.666142               1495215598.111            0                         899                       1.8585034264E+00          1.8423031481E+00          4.7815603353E+02          4.6558328683E+02          2.4941619364E+00          7.1202860285E+02          4.0795982361E+01          -1.4406953276E+00         2.8692450403E+01          1.9044664029E+01          
2017-05-19                17:39:59.141              138.40276785              3321.666428               1495215599.142            0                         899                       1.8571384986E+00          1.8410326635E+00          4.7815603353E+02          4.6564626476E+02          2.4813328309E+00          7.1205401611E+02          4.0795982361E+01          -1.1889263905E+00         2.8880457733E+01          1.9063349616E+01          
2017-05-19                17:40:00.130              138.40277928              3321.666703               1495215600.130            0                         899                       1.8571539377E+00          1.8410479090E+00          4.8031424259E+02          4.6774796388E+02          2.4813421064E+00          7.1203602651E+02          4.0796930629E+01          -1.1336723495E+00         2.8920038223E+01          1.9067203926E+01          
2017-05-19                17:40:01.137              138.40279094              3321.666983               1495215601.137            0                         899                       1.8562630172E+00          1.8403721940E+00          4.8031659644E+02          4.6790939305E+02          2.4490858048E+00          7.1204679214E+02          4.0797538757E+01          -1.1392560005E+00         2.8920038223E+01          1.9067979813E+01          
2017-05-19                17:40:02.108              138.40280218              3321.667252               1495215602.108            0                         899                       1.8562630172E+00          1.8403721940E+00          4.7746597085E+02          4.6513240284E+02          2.4490858048E+00          7.1203771609E+02          4.0797538757E+01          -1.1349550351E+00         2.8920038223E+01          1.9067662296E+01          
2017-05-19                17:40:03.115              138.40281384              3321.667532               1495215603.116            0                         899                       1.8556299798E+00          1.8398308060E+00          4.7746597085E+02          4.6519819273E+02          2.4356773463E+00          7.1201916019E+02          4.0797538757E+01          -1.1343729496E+00         2.8920038223E+01          1.9066152661E+01          
2017-05-19                17:40:04.187              138.40282624              3321.667830               1495215604.187            0                         899                       1.8556346452E+00          1.8398354140E+00          4.8469445800E+02          4.7224094094E+02          2.4356800999E+00          7.1203755279E+02          4.0797825542E+01          -1.2102259366E+00         2.8920038223E+01          1.9065453915E+01          
2017-05-19                17:40:05.279              138.40283888              3321.668133               1495215605.279            0                         899                       1.8581956053E+00          1.8420665169E+00          4.8469846327E+02          4.7200663973E+02          2.4835206811E+00          7.1205584232E+02          4.0798851013E+01          -1.4441122748E+00         2.8920038223E+01          1.9059195361E+01          
2017-05-19                17:40:06.323              138.40285097              3321.668423               1495215606.324            0                         899                       1.8581956053E+00          1.8420665169E+00          4.6676469105E+02          4.5454246312E+02          2.4835206811E+00          7.1204132727E+02          4.0798851013E+01          -1.1340173183E+00         2.8920038223E+01          1.9053635995E+01          
2017-05-19                17:40:07.351              138.40286286              3321.668709               1495215607.351            0                         899                       1.8622347202E+00          1.8463024939E+00          4.6676469105E+02          4.5471477340E+02          2.4475798977E+00          7.1207598311E+02          4.0798851013E+01          -1.4013081789E+00         2.8920038223E+01          1.9068338394E+01          
2017-05-19                17:40:08.357              138.40287450              3321.668988               1495215608.357            0                         899                       1.8622347202E+00          1.8463024939E+00          4.6454370964E+02          4.5255112847E+02          2.4475798977E+00          7.1202240354E+02          4.0798851013E+01          -1.2725080165E+00         2.8920038223E+01          1.9064135027E+01          
2017-05-19                17:40:09.355              138.40288605              3321.669265               1495215609.355            0                         899                       1.8622090867E+00          1.8460351315E+00          4.6454444515E+02          4.5237293976E+02          2.4850752315E+00          7.1201187801E+02          4.0799047457E+01          -1.1528593025E+00         2.8920038223E+01          1.9067979813E+01          
2017-05-19                17:40:10.407              138.40289824              3321.669558               1495215610.408            0                         899                       1.8622327837E+00          1.8460585310E+00          4.5293123634E+02          4.4106394192E+02          2.4850894509E+00          7.1203407904E+02          4.0800498962E+01          -1.1723372265E+00         2.8920038223E+01          1.9060843550E+01          
2017-05-19                17:40:11.447              138.40291028              3321.669847               1495215611.448            0                         899                       1.8635069657E+00          1.8475314610E+00          4.5293123634E+02          4.4121509744E+02          2.4525959717E+00          7.1204095459E+02          4.0800498962E+01          -1.1832026243E+00         2.8920038223E+01          1.9055734634E+01          
2017-05-19                17:40:12.515              138.40292263              3321.670143               1495215612.515            0                         899                       1.8635069657E+00          1.8475314610E+00          4.5727140879E+02          4.4544300105E+02          2.4525959717E+00          7.1200692608E+02          4.0800498962E+01          -1.2974832871E+00         2.8920038223E+01          1.9043979544E+01          
2017-05-19                17:40:13.546              138.40293456              3321.670429               1495215613.546            0                         899                       1.8619025147E+00          1.8457923728E+00          4.5727140879E+02          4.4533497145E+02          2.4755960725E+00          7.1202248883E+02          4.0800498962E+01          -1.4281483241E+00         2.8920038223E+01          1.9030321639E+01          
2017-05-19                17:40:14.617              138.40294696              3321.670727               1495215614.617            0                         899                       1.8619062359E+00          1.8457960474E+00          4.5739276410E+02          4.4545314850E+02          2.4755982973E+00          7.1204519431E+02          4.0800726935E+01          -1.1949518587E+00         2.8920038223E+01          1.9048136225E+01          
2017-05-19                17:40:15.648              138.40295890              3321.671014               1495215615.649            0                         899                       1.8614977972E+00          1.8455286901E+00          4.5739721159E+02          4.4555766269E+02          2.4542743118E+00          7.1204713854E+02          4.0801933289E+01          -1.2793743160E+00         2.8920038223E+01          1.9047759833E+01          
2017-05-19                17:40:16.661              138.40297062              3321.671295               1495215616.662            0                         899                       1.8614977972E+00          1.8455286901E+00          4.5613291380E+02          4.4432609076E+02          2.4542743118E+00          7.1203740566E+02          4.0801933289E+01          -1.1204463165E+00         2.8920038223E+01          1.9068603490E+01          
2017-05-19                17:40:17.776              138.40298352              3321.671604               1495215617.776            0                         899                       1.8632625682E+00          1.8471841879E+00          4.5613291380E+02          4.4425777920E+02          2.4688537443E+00          7.1206369807E+02          4.0801933289E+01          -1.1531395162E+00         2.8920038223E+01          1.9064265801E+01          
2017-05-19                17:40:18.805              138.40299543              3321.671890               1495215618.805            0                         899                       1.8632625682E+00          1.8471841879E+00          4.5612674292E+02          4.4425176898E+02          2.4688537443E+00          7.1208209188E+02          4.0801933289E+01          -1.1178054557E+00         2.8920038223E+01          1.9070938704E+01          
2017-05-19                17:40:19.825              138.40300725              3321.672174               1495215619.826            0                         899                       1.8637433920E+00          1.8480136500E+00          4.5613079993E+02          4.4451173813E+02          2.4142358313E+00          7.1206823326E+02          4.0803036772E+01          -1.2495915282E+00         2.8920038223E+01          1.9061892200E+01          
2017-05-19                17:40:20.744              138.40301788              3321.672429               1495215620.745            0                         899                       1.8637512908E+00          1.8480214525E+00          4.6156760190E+02          4.4981002610E+02          2.4142404321E+00          7.1204105281E+02          4.0803520203E+01          -1.2410220800E+00         2.8920038223E+01          1.9059429131E+01          
2017-05-19                17:40:21.755              138.40302957              3321.672710               1495215621.755            2                         899                       1.8604612402E+00          1.8440219887E+00          4.6156760190E+02          4.4926795093E+02          2.5285946341E+00          7.1203450952E+02          4.0803520203E+01          -1.1368306441E+00         2.8920038223E+01          1.9052077477E+01          
2017-05-19                17:40:22.801              138.40304168              3321.673000               1495215622.801            2                         899                       1.8604612402E+00          1.8440219887E+00          4.6186814991E+02          4.4956049007E+02          2.5285946341E+00          7.1203178800E+02          4.0803520203E+01          -1.3741878437E+00         2.8920038223E+01          1.9015602655E+01          
2017-05-19                17:40:23.793              138.40305317              3321.673276               1495215623.794            2                         899                       1.8623279167E+00          1.8455820410E+00          4.6186814991E+02          4.4934746163E+02          2.5735805971E+00          7.1203855643E+02          4.0803520203E+01          -1.3619858642E+00         2.8920038223E+01          1.9038644652E+01          
2017-05-19                17:40:24.815              138.40306499              3321.673560               1495215624.815            2                         899                       1.8623408943E+00          1.8455948500E+00          4.6300823429E+02          4.5045660144E+02          2.5735886613E+00          7.1205351005E+02          4.0804315074E+01          -1.2324742150E+00         2.8920038223E+01          1.9060804898E+01          
2017-05-19                17:40:25.865              138.40307714              3321.673851               1495215625.865            2                         899                       1.8634279498E+00          1.8465963669E+00          4.6301175941E+02          4.5040431874E+02          2.5853315738E+00          7.1207101461E+02          4.0805259705E+01          -1.2576650981E+00         2.8920038223E+01          1.9054449877E+01          
