DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2017-08-14                22:04:23.867              225.58638735              5414.073296               1502748263.867            0                         899                       1.9054275938E+00          1.8897352106E+00          -2.0786108280E+00         -2.0269220342E+00         2.3553270333E+00          7.1680718550E+02          4.5905235291E+01          -1.1538832551E+00         3.0998013970E+01          1.9035545021E+01          
2017-08-14                22:04:24.852              225.58639876              5414.073570               1502748264.853            0                         899                       1.9054257927E+00          1.8897334311E+00          4.8402004497E+02          4.7198392866E+02          2.3553260127E+00          7.1681031001E+02          4.5905126155E+01          -1.1717767100E+00         3.1161283493E+01          1.9030932433E+01          
2017-08-14                22:04:25.861              225.58641043              5414.073850               1502748265.861            0                         899                       1.8596919369E+00          1.8442437385E+00          4.8401409703E+02          4.7187577629E+02          2.3758706293E+00          7.1678670113E+02          4.5903587341E+01          -1.3360080601E+00         3.1161283493E+01          1.9004650634E+01          
2017-08-14                22:04:26.858              225.58642198              5414.074127               1502748266.859            0                         899                       1.8596919369E+00          1.8442437385E+00          4.8732143929E+02          4.7510017555E+02          2.3758706293E+00          7.1678531712E+02          4.5903587341E+01          -1.2363762342E+00         3.1161283493E+01          1.9017762809E+01          
2017-08-14                22:04:27.946              225.58643456              5414.074429               1502748267.946            0                         899                       1.8697515577E+00          1.8538798103E+00          4.8732143929E+02          4.7483727777E+02          2.4283229001E+00          7.1679764259E+02          4.5903587341E+01          -1.5145217843E+00         3.1161283493E+01          1.8975780272E+01          
2017-08-14                22:04:28.910              225.58644572              5414.074697               1502748268.910            0                         899                       1.8697515577E+00          1.8538798103E+00          4.9174668951E+02          4.7914916229E+02          2.4283229001E+00          7.1678399375E+02          4.5903587341E+01          -1.6907072723E+00         3.1161283493E+01          1.8948289656E+01          
2017-08-14                22:04:29.855              225.58645666              5414.074960               1502748269.855            2                         899                       1.8688945391E+00          1.8524532290E+00          4.9174551100E+02          4.7869816045E+02          2.5174012054E+00          7.1685924646E+02          4.5903287218E+01          -1.1155525414E+00         3.1161283493E+01          1.9035669163E+01          
2017-08-14                22:04:30.845              225.58646811              5414.075235               1502748270.845            2                         899                       1.8688771693E+00          1.8524360815E+00          4.8981532212E+02          4.7681923865E+02          2.5173904787E+00          7.1685836893E+02          4.5902214050E+01          -1.1180964708E+00         3.1161283493E+01          1.9039890289E+01          
2017-08-14                22:04:31.790              225.58647906              5414.075497               1502748271.791            0                         899                       1.8781231811E+00          1.8622202876E+00          4.8981532212E+02          4.7729814926E+02          2.4221908690E+00          7.1680589769E+02          4.5902214050E+01          -1.3648531042E+00         3.1161283493E+01          1.9023234235E+01          
2017-08-14                22:04:32.782              225.58649054              5414.075773               1502748272.783            0                         899                       1.8781231811E+00          1.8622202876E+00          4.8929187553E+02          4.7678807929E+02          2.4221908690E+00          7.1677875686E+02          4.5902214050E+01          -1.3478112600E+00         3.1161283493E+01          1.9024336316E+01          
2017-08-14                22:04:33.680              225.58650093              5414.076022               1502748273.680            0                         899                       1.8702880602E+00          1.8540276773E+00          4.8929187553E+02          4.7645935927E+02          2.4875843966E+00          7.1684502002E+02          4.5902214050E+01          -1.1778885260E+00         3.1161283493E+01          1.9034600883E+01          
