DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2017-10-18                18:48:17.759              290.45020556              6970.804933               1508352497.760            0                         899                       2.7006262307E+00          2.6775050788E+00          -2.0786108280E+00         -2.0249129738E+00         2.4493025346E+00          7.2285932043E+02          3.2126701355E+01          -1.2343820452E+00         2.0702140808E+01          1.9057432528E+01          
2017-10-18                18:48:18.816              290.45021779              6970.805227               1508352498.817            0                         899                       2.7006262307E+00          2.6775050788E+00          4.2763763357E+02          4.1659024413E+02          2.4493025346E+00          7.2286694983E+02          3.2126701355E+01          -1.6795723399E+00         2.0702140808E+01          1.9009533459E+01          
2017-10-18                18:48:19.875              290.45023003              6970.805521               1508352499.875            0                         899                       2.6905080086E+00          2.6818349811E+00          4.2764246153E+02          4.2343714176E+02          9.1728003088E-01          7.2284705560E+02          3.2128079699E+01          -1.7099695837E+00         2.0702140808E+01          1.9023146383E+01          
2017-10-18                18:48:20.874              290.45024160              6970.805798               1508352500.874            0                         899                       2.6905204017E+00          2.6818473170E+00          4.2813088056E+02          4.2392074949E+02          9.1728186203E-01          7.2286003022E+02          3.2128593445E+01          -1.3921998455E+00         2.0702140808E+01          1.9050113804E+01          
2017-10-18                18:48:21.963              290.45025421              6970.806101               1508352501.964            0                         899                       2.5823957146E+00          2.5717621230E+00          4.2813088056E+02          4.2276282049E+02          1.1727689100E+00          7.2288536425E+02          3.2128593445E+01          -1.2758926587E+00         2.0702140808E+01          1.9044461800E+01          
2017-10-18                18:48:23.043              290.45026671              6970.806401               1508352503.044            0                         899                       2.5823957146E+00          2.5717621230E+00          4.2845828222E+02          4.2308611706E+02          1.1727689100E+00          7.2288372803E+02          3.2128593445E+01          -1.1428130376E+00         2.0702140808E+01          1.9062880636E+01          
2017-10-18                18:48:24.016              290.45027797              6970.806671               1508352504.017            0                         899                       2.7098554124E+00          2.7026805702E+00          4.2845828222E+02          4.2499353652E+02          7.5297559686E-01          7.2283809879E+02          3.2128593445E+01          -1.2352228125E+00         2.0702140808E+01          1.9021397774E+01          
2017-10-18                18:48:24.946              290.45028873              6970.806929               1508352504.946            0                         899                       2.7098801367E+00          2.7027052007E+00          4.3521816054E+02          4.3169873700E+02          7.5297857419E-01          7.2285690651E+02          3.2129611034E+01          -1.1723479648E+00         2.0702140808E+01          1.9047922551E+01          
2017-10-18                18:48:25.934              290.45030017              6970.807204               1508352505.935            0                         899                       2.6333823030E+00          2.6273226680E+00          4.3522029867E+02          4.3215940376E+02          6.5417857220E-01          7.2282365448E+02          3.2130210876E+01          -1.1287462419E+00         2.0702140808E+01          1.9064337989E+01          
2017-10-18                18:48:27.006              290.45031257              6970.807502               1508352507.006            0                         899                       2.6333823030E+00          2.6273226680E+00          4.4374666426E+02          4.4062580361E+02          6.5417857220E-01          7.2285910459E+02          3.2130210876E+01          -1.1234321247E+00         2.0702140808E+01          1.9065191269E+01          
2017-10-18                18:48:28.040              290.45032455              6970.807789               1508352508.041            2                         899                       2.1359645997E+00          2.1141486972E+00          4.4374666426E+02          4.3011668031E+02          2.9268530794E+00          7.2282761368E+02          3.2130210876E+01          -1.3355445530E+00         2.0702140808E+01          1.9048916861E+01          
2017-10-18                18:48:29.078              290.45033656              6970.808077               1508352509.079            2                         899                       2.1359645997E+00          2.1141486972E+00          4.4392461079E+02          4.3028916109E+02          2.9268530794E+00          7.2280273195E+02          3.2130210876E+01          -1.4829496303E+00         2.0702140808E+01          1.9025426663E+01          
