DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           
2017-09-08                16:40:24.994              250.36140041              6008.673610               1504888824.995            2                         899                       1.9332617897E+00          1.9153508983E+00          -2.0786108280E+00         -2.0205855154E+00         2.6523578454E+00          7.1710809326E+02          3.7124809265E+01          -1.1490218639E+00         2.2445331573E+01          1.8999917984E+01          
2017-09-08                16:40:26.068              250.36141282              6008.673908               1504888826.068            2                         899                       1.9332617897E+00          1.9153508983E+00          4.4368099345E+02          4.3129544825E+02          2.6523578454E+00          7.1708650258E+02          3.7124809265E+01          -1.3008463730E+00         2.2445331573E+01          1.8987659732E+01          
2017-09-08                16:40:27.114              250.36142493              6008.674198               1504888827.114            2                         899                       1.8672559960E+00          1.8480107265E+00          4.4368099345E+02          4.2993139317E+02          2.9538115060E+00          7.1702659112E+02          3.7124809265E+01          -1.1281210342E+00         2.2445331573E+01          1.8997902409E+01          
2017-09-08                16:40:28.153              250.36143696              6008.674487               1504888828.153            2                         899                       1.8672559960E+00          1.8480107265E+00          4.4298308794E+02          4.2925511564E+02          2.9538115060E+00          7.1713031491E+02          3.7124809265E+01          -1.4552040076E+00         2.2445331573E+01          1.8936168506E+01          
2017-09-08                16:40:29.280              250.36145001              6008.674800               1504888829.281            0                         899                       2.2470789930E+00          2.2342145126E+00          4.4298308794E+02          4.3528622574E+02          1.6331672014E+00          7.1712719727E+02          3.7124809265E+01          -1.5803501606E+00         2.2445331573E+01          1.8875318527E+01          
2017-09-08                16:40:30.372              250.36146265              6008.675104               1504888830.373            0                         899                       2.2470692818E+00          2.2342048815E+00          4.4404708075E+02          4.3633174612E+02          1.6331640759E+00          7.1709979086E+02          3.7124320984E+01          -1.1007312607E+00         2.2445331573E+01          1.8948510454E+01          
2017-09-08                16:40:31.437              250.36147497              6008.675399               1504888831.437            0                         899                       2.2107748928E+00          2.1981945165E+00          4.4404708075E+02          4.3637767981E+02          1.6232700527E+00          7.1708100618E+02          3.7124320984E+01          -1.1083304882E+00         2.2445331573E+01          1.8964986801E+01          
2017-09-08                16:40:32.512              250.36148741              6008.675698               1504888832.512            0                         899                       2.2107748928E+00          2.1981945165E+00          4.4997419908E+02          4.4220242736E+02          1.6232700527E+00          7.1703173343E+02          3.7124320984E+01          -1.1614395064E+00         2.2445331573E+01          1.8962014798E+01          
2017-09-08                16:40:33.553              250.36149947              6008.675987               1504888833.554            0                         899                       2.2417332872E+00          2.2294643633E+00          4.4997419908E+02          4.4249617496E+02          1.5608788791E+00          7.1705479947E+02          3.7124320984E+01          -1.1449581487E+00         2.2445331573E+01          1.8960424423E+01          
2017-09-08                16:40:34.552              250.36151103              6008.676265               1504888834.553            0                         899                       2.2417324451E+00          2.2294635278E+00          4.2568981578E+02          4.1861536975E+02          1.5608786194E+00          7.1705599834E+02          3.7124278542E+01          -1.1556941966E+00         2.2445331573E+01          1.8961893082E+01          
2017-09-08                16:40:35.619              250.36152338              6008.676561               1504888835.620            0                         899                       2.2251814031E+00          2.2123653922E+00          4.2568922434E+02          4.1824872566E+02          1.6430821603E+00          7.1706816091E+02          3.7124107361E+01          -1.2522323937E+00         2.2445331573E+01          1.8960241015E+01          
2017-09-08                16:40:36.622              250.36153499              6008.676840               1504888836.623            0                         899                       2.2251814031E+00          2.2123653922E+00          4.1753692809E+02          4.1023892105E+02          1.6430821603E+00          7.1711087743E+02          3.7124107361E+01          -1.2168551439E+00         2.2445331573E+01          1.8959493953E+01          
2017-09-08                16:40:37.634              250.36154670              6008.677121               1504888837.635            0                         899                       1.9223156068E+00          1.9102817094E+00          4.1753692809E+02          4.0961275841E+02          1.7867844098E+00          7.1705676674E+02          3.7124107361E+01          -1.1937014709E+00         2.2445331573E+01          1.8954373682E+01          
2017-09-08                16:40:38.680              250.36155881              6008.677411               1504888838.681            0                         899                       1.9223156068E+00          1.9102817094E+00          4.1462427200E+02          4.0675537978E+02          1.7867844098E+00          7.1705490415E+02          3.7124107361E+01          -1.1054740410E+00         2.2445331573E+01          1.8963214748E+01          
2017-09-08                16:40:39.737              250.36157104              6008.677705               1504888839.738            0                         899                       1.9187393592E+00          1.9062634840E+00          4.1462406385E+02          4.0645500596E+02          1.8563136595E+00          7.1706970377E+02          3.7124045517E+01          -1.1012917765E+00         2.2445331573E+01          1.8938593302E+01          
2017-09-08                16:40:40.684              250.36158200              6008.677968               1504888840.685            0                         899                       1.9187357468E+00          1.9062599054E+00          4.1582059356E+02          4.0762796795E+02          1.8563121111E+00          7.1706212975E+02          3.7123832703E+01          -1.2781347447E+00         2.2445331573E+01          1.8946086416E+01          
2017-09-08                16:40:41.637              250.36159302              6008.678233               1504888841.637            0                         899                       1.9200598036E+00          1.9077993908E+00          4.1582059356E+02          4.0777306863E+02          1.8227858736E+00          7.1707607123E+02          3.7123832703E+01          -1.4150732377E+00         2.2445331573E+01          1.8961349500E+01          
2017-09-08                16:40:42.638              250.36160462              6008.678511               1504888842.639            0                         899                       1.9200598036E+00          1.9077993908E+00          4.1747414900E+02          4.0939462222E+02          1.8227858736E+00          7.1706944184E+02          3.7123832703E+01          -1.3734548566E+00         2.2445331573E+01          1.8958575381E+01          
2017-09-08                16:40:43.612              250.36161589              6008.678781               1504888843.613            0                         899                       1.9218896097E+00          1.9097878625E+00          4.1747414900E+02          4.0950533091E+02          1.7973233485E+00          7.1710824120E+02          3.7123832703E+01          -1.1538186247E+00         2.2445331573E+01          1.8970766977E+01          
2017-09-08                16:40:44.622              250.36162758              6008.679062               1504888844.623            0                         899                       1.9218888057E+00          1.9097870657E+00          4.3279784595E+02          4.2453652801E+02          1.7973230153E+00          7.1705619681E+02          3.7123785410E+01          -1.1612886127E+00         2.2445331573E+01          1.8969487714E+01          
2017-09-08                16:40:45.601              250.36163891              6008.679334               1504888845.602            0                         899                       1.9202122260E+00          1.9076920121E+00          4.3279769048E+02          4.2424714501E+02          1.8615159241E+00          7.1707686226E+02          3.7123741150E+01          -1.1398164863E+00         2.2445331573E+01          1.8976818249E+01          
2017-09-08                16:40:46.640              250.36165093              6008.679622               1504888846.640            0                         899                       1.9202122260E+00          1.9076920121E+00          4.2921460363E+02          4.2073484724E+02          1.8615159241E+00          7.1706247534E+02          3.7123741150E+01          -1.1297379274E+00         2.2445331573E+01          1.8980046898E+01          
2017-09-08                16:40:47.582              250.36166184              6008.679884               1504888847.583            0                         899                       1.9185945069E+00          1.9063041238E+00          4.2921460363E+02          4.2088154347E+02          1.8286748807E+00          7.1704275129E+02          3.7123741150E+01          -1.1113487150E+00         2.2445331573E+01          1.8977767755E+01          
2017-09-08                16:40:48.585              250.36167345              6008.680163               1504888848.586            0                         899                       1.9185945069E+00          1.9063041238E+00          4.2041272641E+02          4.1225055179E+02          1.8286748807E+00          7.1704102977E+02          3.7123741150E+01          -1.3725171200E+00         2.2445331573E+01          1.8970686717E+01          
2017-09-08                16:40:49.575              250.36168490              6008.680438               1504888849.575            0                         899                       1.9185028312E+00          1.9060695503E+00          4.2041276366E+02          4.1215655580E+02          1.8501641823E+00          7.1706551578E+02          3.7123752063E+01          -1.3462590540E+00         2.2445331573E+01          1.8976382085E+01          
2017-09-08                16:40:50.645              250.36169729              6008.680735               1504888850.646            0                         899                       1.9185031639E+00          1.9060698799E+00          4.2015407825E+02          4.1190294992E+02          1.8501643245E+00          7.1707711448E+02          3.7123771667E+01          -1.1093868657E+00         2.2445331573E+01          1.8974128054E+01          
2017-09-08                16:40:51.654              250.36170897              6008.681015               1504888851.655            0                         899                       1.9175134983E+00          1.9049190980E+00          4.2015407825E+02          4.1179320697E+02          1.8752717974E+00          7.1707340710E+02          3.7123771667E+01          -1.1084706199E+00         2.2445331573E+01          1.8970667403E+01          
2017-09-08                16:40:52.671              250.36172073              6008.681298               1504888852.671            0                         899                       1.9175134983E+00          1.9049190980E+00          4.2200142166E+02          4.1360378911E+02          1.8752717974E+00          7.1709995699E+02          3.7123771667E+01          -1.1196162859E+00         2.2445331573E+01          1.8973195613E+01          
2017-09-08                16:40:53.677              250.36173237              6008.681577               1504888853.677            0                         899                       1.9143219182E+00          1.9013654019E+00          4.2200142166E+02          4.1335147258E+02          1.9327955858E+00          7.1705023193E+02          3.7123771667E+01          -1.1083304882E+00         2.2445331573E+01          1.8972549438E+01          
2017-09-08                16:40:54.681              250.36174400              6008.681856               1504888854.682            0                         899                       1.9143202342E+00          1.9013637343E+00          4.1920616172E+02          4.1061351159E+02          1.9327948326E+00          7.1707340023E+02          3.7123672233E+01          -1.4742615641E+00         2.2445331573E+01          1.8923268640E+01          
2017-09-08                16:40:55.720              250.36175602              6008.682144               1504888855.720            0                         899                       1.9177745865E+00          1.9048175464E+00          4.1920608470E+02          4.1062834723E+02          1.9293707324E+00          7.1708667881E+02          3.7123649597E+01          -1.5328894522E+00         2.2445331573E+01          1.8919662690E+01          
2017-09-08                16:40:56.742              250.36176785              6008.682428               1504888856.742            0                         899                       1.9177745865E+00          1.9048175464E+00          4.2149556847E+02          4.1287098390E+02          1.9293707324E+00          7.1709562067E+02          3.7123649597E+01          -1.2835566240E+00         2.2445331573E+01          1.8965542244E+01          
2017-09-08                16:40:57.765              250.36177969              6008.682713               1504888857.765            0                         899                       1.9153850327E+00          1.9026047830E+00          4.2149556847E+02          4.1297658862E+02          1.9052590013E+00          7.1709228354E+02          3.7123649597E+01          -1.2792018439E+00         2.2333186851E+01          1.8940949674E+01          
